faction,gameSystem,spellId,name,type,threshold,effect,effectSkirmish,spellbookId
Ratmen Clans,grimdark-future-firefight,MbwfE,Filth,1,1,"Target 4 friendly units within 12"" get Poison next time they fight in melee.","Target 4 friendly units within 12"" get Poison next time they fight in melee.",9aOrY
Ratmen Clans,grimdark-future-firefight,Ho2jM,Cracks,0,1,"Target enemy unit within 12"" takes 1 hit with AP(2).","Target enemy unit within 12"" takes 1 hit with AP(2).",cJZ_-
Ratmen Clans,grimdark-future-firefight,dpjQe,Sickness,2,2,"Target 4 enemy units within 18"" get -1 to hit rolls next time they shoot.","Target 4 enemy units within 18"" get -1 to hit rolls next time they shoot.",EGmug
Ratmen Clans,grimdark-future-firefight,qBXWC,Lightning,0,2,"Target enemy unit within 12"" takes 1 hit with AP(2) and Deadly(3).","Target enemy unit within 12"" takes 1 hit with AP(2) and Deadly(3).",tNVWP
Ratmen Clans,grimdark-future-firefight,j1paJ,Frenzy,1,3,"Target 4 friendly units within 12"" get +3"" next time they Advance, or +6"" next time they Rush/Charge.","Target 4 friendly units within 12"" get +3"" next time they Advance, or +6"" next time they Rush/Charge.",qel4I
Ratmen Clans,grimdark-future-firefight,Y18p_,Pestilence,0,3,Target enemy unit within 18” takes 2 hits with Blast(3).,Target enemy unit within 18” takes 2 hits with Blast(3).,_fl49
Rebel Guerrillas,grimdark-future-firefight,jQz3l,Foresight,1,1,"Target 2 friendly units within 12"" get +1 to hit rolls next time they shoot.","Target 2 friendly units within 12"" get +1 to hit rolls next time they shoot.",YrfEc
Rebel Guerrillas,grimdark-future-firefight,NHCJb,Flame Breath,0,1,"Target enemy unit within 12"" takes 1 hit with AP(2).","Target enemy unit within 12"" takes 1 hit with AP(2).",cJZ_-
Rebel Guerrillas,grimdark-future-firefight,FT9mv,Protective Dome,1,2,"Target 6 friendly units within 12"" get Stealth next time they are shot at.","Target 6 friendly units within 12"" get Stealth next time they are shot at.",Dy8JS
Rebel Guerrillas,grimdark-future-firefight,awfOL,Expel,0,2,"Target enemy unit within 12"" takes 1 hit with AP(2) and Deadly(3).","Target enemy unit within 12"" takes 1 hit with AP(2) and Deadly(3).",tNVWP
Rebel Guerrillas,grimdark-future-firefight,hzJMW,Psychic Speed,1,3,"Target 4 friendly units within 12"" get +3"" next time they Advance, or +6"" next time they Rush/Charge.","Target 4 friendly units within 12"" get +3"" next time they Advance, or +6"" next time they Rush/Charge.",qel4I
Rebel Guerrillas,grimdark-future-firefight,0gCXl,Tempest,0,3,Target enemy unit within 18” takes 2 hits with Blast(3).,Target enemy unit within 18” takes 2 hits with Blast(3).,_fl49
Robot Legions,grimdark-future-firefight,aiS6M,Star Bots,2,1,"Target 2 enemy units within 18"" get -1 to hit rolls next time they fight in melee.","Target 2 enemy units within 18"" get -1 to hit rolls next time they fight in melee.",ZPTPD
Robot Legions,grimdark-future-firefight,0XFYv,Meteor Bots,0,1,"Target enemy unit within 12"" takes 1 hit with AP(2).","Target enemy unit within 12"" takes 1 hit with AP(2).",cJZ_-
Robot Legions,grimdark-future-firefight,kdAps,Assault Bots,1,2,"Target 4 friendly units within 12"" get +2"" next time they Advance, or +4"" next time they Rush/Charge.","Target 4 friendly units within 12"" get +2"" next time they Advance, or +4"" next time they Rush/Charge.",qel4I
Robot Legions,grimdark-future-firefight,rFGa0,Thunderbolt Bots,0,2,"Target enemy model within 12"" takes 1 hit with AP(4).","Target enemy model within 12"" takes 1 hit with AP(4).",QO6Oj
Robot Legions,grimdark-future-firefight,waUF_,Arrow Bots,2,3,"Target 4 enemy units within 18"" get -1 to hit rolls next time they shoot.","Target 4 enemy units within 18"" get -1 to hit rolls next time they shoot.",EGmug
Robot Legions,grimdark-future-firefight,F9cK8,Fire Bots,0,3,"Target 2 enemy units within 12"" take 3 hits each.","Target 2 enemy units within 12"" take 3 hits each.",6LaIv
Saurian Starhost,grimdark-future-firefight,a-Qnk,Scrutiny,2,1,"Target 2 enemy units within 18"" get -1 to hit rolls next time they fight in melee.","Target 2 enemy units within 18"" get -1 to hit rolls next time they fight in melee.",ZPTPD
Saurian Starhost,grimdark-future-firefight,V4SYz,Serpent Egg,0,1,Target enemy unit within 12” takes 2 hits.,Target enemy unit within 12” takes 2 hits.,2R1eh
Saurian Starhost,grimdark-future-firefight,a1Oju,Energy Reservoir,1,2,"Target 4 friendly units within 12"" get +2"" next time they Advance, or +4"" next time they Rush/Charge.","Target 4 friendly units within 12"" get +2"" next time they Advance, or +4"" next time they Rush/Charge.",qel4I
Saurian Starhost,grimdark-future-firefight,D1Jcl,Jaguar Pounce,0,2,"Target enemy model within 12"" takes 1 hit with AP(4).","Target enemy model within 12"" takes 1 hit with AP(4).",QO6Oj
Saurian Starhost,grimdark-future-firefight,fUoPd,Transcend,1,3,"Target 6 friendly units within 12"" get Regeneration next time they take wounds.","Target 6 friendly units within 12"" get Regeneration next time they take wounds.",JYSJ7
Saurian Starhost,grimdark-future-firefight,wuFws,Piranha Swarm,0,3,"Target 2 enemy units within 12"" take 3 hits each.","Target 2 enemy units within 12"" take 3 hits each.",6LaIv
Security Forces,grimdark-future-firefight,RM692,Foresight,1,1,"Target 2 friendly units within 12"" get +1 to hit rolls next time they shoot.","Target 2 friendly units within 12"" get +1 to hit rolls next time they shoot.",YrfEc
Security Forces,grimdark-future-firefight,_dWTK,Flame Breath,0,1,"Target enemy unit within 12"" takes 1 hit with AP(2).","Target enemy unit within 12"" takes 1 hit with AP(2).",cJZ_-
Security Forces,grimdark-future-firefight,mNU5w,Protective Dome,1,2,"Target 6 friendly units within 12"" get Stealth next time they are shot at.","Target 6 friendly units within 12"" get Stealth next time they are shot at.",Dy8JS
Security Forces,grimdark-future-firefight,91lMM,Expel,0,2,"Target enemy unit within 12"" takes 1 hit with AP(2) and Deadly(3).","Target enemy unit within 12"" takes 1 hit with AP(2) and Deadly(3).",tNVWP
Security Forces,grimdark-future-firefight,djSzF,Psychic Speed,1,3,"Target 4 friendly units within 12"" get +3"" next time they Advance, or +6"" next time they Rush/Charge.","Target 4 friendly units within 12"" get +3"" next time they Advance, or +6"" next time they Rush/Charge.",qel4I
Security Forces,grimdark-future-firefight,TmuOs,Tempest,0,3,Target enemy unit within 18” takes 2 hits with Blast(3).,Target enemy unit within 18” takes 2 hits with Blast(3).,_fl49
Shadow Leagues,grimdark-future-firefight,RM692,Foresight,1,1,"Target 2 friendly units within 12"" get +1 to hit rolls next time they shoot.","Target 2 friendly units within 12"" get +1 to hit rolls next time they shoot.",YrfEc
Shadow Leagues,grimdark-future-firefight,_dWTK,Flame Breath,0,1,"Target enemy unit within 12"" takes 1 hit with AP(2).","Target enemy unit within 12"" takes 1 hit with AP(2).",cJZ_-
Shadow Leagues,grimdark-future-firefight,mNU5w,Protective Dome,1,2,"Target 6 friendly units within 12"" get Stealth next time they are shot at.","Target 6 friendly units within 12"" get Stealth next time they are shot at.",Dy8JS
Shadow Leagues,grimdark-future-firefight,91lMM,Expel,0,2,"Target enemy unit within 12"" takes 1 hit with AP(2) and Deadly(3).","Target enemy unit within 12"" takes 1 hit with AP(2) and Deadly(3).",tNVWP
Shadow Leagues,grimdark-future-firefight,djSzF,Psychic Speed,1,3,"Target 4 friendly units within 12"" get +3"" next time they Advance, or +6"" next time they Rush/Charge.","Target 4 friendly units within 12"" get +3"" next time they Advance, or +6"" next time they Rush/Charge.",qel4I
Shadow Leagues,grimdark-future-firefight,TmuOs,Tempest,0,3,Target enemy unit within 18” takes 2 hits with Blast(3).,Target enemy unit within 18” takes 2 hits with Blast(3).,_fl49
Shortling Federations,grimdark-future-firefight,RM692,Foresight,1,1,"Target 2 friendly units within 12"" get +1 to hit rolls next time they shoot.","Target 2 friendly units within 12"" get +1 to hit rolls next time they shoot.",YrfEc
Shortling Federations,grimdark-future-firefight,_dWTK,Flame Breath,0,1,"Target enemy unit within 12"" takes 1 hit with AP(2).","Target enemy unit within 12"" takes 1 hit with AP(2).",cJZ_-
Shortling Federations,grimdark-future-firefight,mNU5w,Protective Dome,1,2,"Target 6 friendly units within 12"" get Stealth next time they are shot at.","Target 6 friendly units within 12"" get Stealth next time they are shot at.",Dy8JS
Shortling Federations,grimdark-future-firefight,91lMM,Expel,0,2,"Target enemy unit within 12"" takes 1 hit with AP(2) and Deadly(3).","Target enemy unit within 12"" takes 1 hit with AP(2) and Deadly(3).",tNVWP
Shortling Federations,grimdark-future-firefight,djSzF,Psychic Speed,1,3,"Target 4 friendly units within 12"" get +3"" next time they Advance, or +6"" next time they Rush/Charge.","Target 4 friendly units within 12"" get +3"" next time they Advance, or +6"" next time they Rush/Charge.",qel4I
Shortling Federations,grimdark-future-firefight,TmuOs,Tempest,0,3,Target enemy unit within 18” takes 2 hits with Blast(3).,Target enemy unit within 18” takes 2 hits with Blast(3).,_fl49
Soul-Snatcher Cults,grimdark-future-firefight,T1VJR,Stimulant,1,1,"Target 4 friendly units within 12"" get Furious next time they charge.","Target 4 friendly units within 12"" get Furious next time they charge.",8ACAf
Soul-Snatcher Cults,grimdark-future-firefight,BeCQb,Mind Poison,0,1,Target enemy unit within 12” takes 2 hits.,Target enemy unit within 12” takes 2 hits.,2R1eh
Soul-Snatcher Cults,grimdark-future-firefight,Csg4G,Hypnosis,1,2,"Target 4 friendly units within 12"" get +1 to defense rolls next time they take hits.","Target 4 friendly units within 12"" get +1 to defense rolls next time they take hits.",sbSJb
Soul-Snatcher Cults,grimdark-future-firefight,ldu3h,Brain Burst,0,2,"Target enemy model within 12"" takes 1 hit with AP(4).","Target enemy model within 12"" takes 1 hit with AP(4).",QO6Oj
Soul-Snatcher Cults,grimdark-future-firefight,uE-8d,Mind Control,2,3,"Target 4 enemy units within 18"" move -3"" next time they Advance, or -6"" next time they Charge/Rush.","Target 4 enemy units within 18"" move -3"" next time they Advance, or -6"" next time they Charge/Rush.",tnhFl
Soul-Snatcher Cults,grimdark-future-firefight,7Q5yY,Psychic Blaze,0,3,"Target 2 enemy units within 12"" take 3 hits each.","Target 2 enemy units within 12"" take 3 hits each.",6LaIv
War Disciples,grimdark-future-firefight,WqVYV,Melt Armor,2,1,"Target 2 enemy units within 18"" get -1 to defense rolls next time they take hits.","Target 2 enemy units within 18"" get -1 to defense rolls next time they take hits.",fXthP
War Disciples,grimdark-future-firefight,ETqFz,Headchop,0,1,"Target enemy model within 6"" takes 1 hit with AP(4).","Target enemy model within 6"" takes 1 hit with AP(4).",QO6Oj
War Disciples,grimdark-future-firefight,koM0N,Fiery Defense,1,2,"Target 4 friendly units within 12"" get Counter next time they are charged.","Target 4 friendly units within 12"" get Counter next time they are charged.",iX6gb
War Disciples,grimdark-future-firefight,EMMnm,Slaughter,0,2,"Target enemy unit within 12"" takes 2 hits with AP(2).","Target enemy unit within 12"" takes 2 hits with AP(2).",cJZ_-
War Disciples,grimdark-future-firefight,UD96W,Wings of War,1,3,"Target 6 friendly units within 12"" get Flying next time they move.","Target 6 friendly units within 12"" get Flying next time they move.",hULCg
War Disciples,grimdark-future-firefight,2cJLM,Massacre,0,3,Target enemy unit within 12” takes 6 hits.,Target enemy unit within 12” takes 6 hits.,2R1eh
Watch Brothers,grimdark-future-firefight,c19YO,Blurred Sight,2,1,"Target 2 enemy units within 18"" get -1 to hit rolls next time they shoot.","Target 2 enemy units within 18"" get -1 to hit rolls next time they shoot.",EGmug
Watch Brothers,grimdark-future-firefight,0IRkW,Psychic Terror,0,1,"Target enemy unit within 12"" takes 1 hit with AP(2).","Target enemy unit within 12"" takes 1 hit with AP(2).",cJZ_-
Watch Brothers,grimdark-future-firefight,iBpcF,Cursed Ground,2,2,"Target 4 enemy units within 18"" move -2"" next time they Advance, or -4"" next time they Charge/Rush.","Target 4 enemy units within 18"" move -2"" next time they Advance, or -4"" next time they Charge/Rush.",tnhFl
Watch Brothers,grimdark-future-firefight,IiOah,Cerebral Trauma,0,2,"Target enemy model within 12"" takes 1 hit with AP(4).","Target enemy model within 12"" takes 1 hit with AP(4).",QO6Oj
Watch Brothers,grimdark-future-firefight,L_-cl,Time Passage,1,3,"Target 4 friendly units within 12"" get AP(+3) next time they charge.","Target 4 friendly units within 12"" get AP(+3) next time they charge.",wdqGV
Watch Brothers,grimdark-future-firefight,98xBf,Lightning Fog,0,3,"Target 2 enemy units within 12"" take 3 hits each.","Target 2 enemy units within 12"" take 3 hits each.",6LaIv
Watch Prime Brothers,grimdark-future-firefight,_TqtK,Blurred Sight,2,1,"Target 2 enemy units within 18"" get -1 to hit rolls next time they shoot.","Target 2 enemy units within 18"" get -1 to hit rolls next time they shoot.",EGmug
Watch Prime Brothers,grimdark-future-firefight,q7FYs,Psychic Terror,0,1,"Target enemy unit within 12"" takes 1 hit with AP(2).","Target enemy unit within 12"" takes 1 hit with AP(2).",cJZ_-
Watch Prime Brothers,grimdark-future-firefight,E2Hc6,Cursed Ground,2,2,"Target 4 enemy units within 18"" move -2"" next time they Advance, or -4"" next time they Charge/Rush.","Target 4 enemy units within 18"" move -2"" next time they Advance, or -4"" next time they Charge/Rush.",tnhFl
Watch Prime Brothers,grimdark-future-firefight,spwoE,Cerebral Trauma,0,2,"Target enemy model within 12"" takes 1 hit with AP(4).","Target enemy model within 12"" takes 1 hit with AP(4).",QO6Oj
Watch Prime Brothers,grimdark-future-firefight,At3dW,Time Passage,1,3,"Target 4 friendly units within 12"" get AP(+3) next time they charge.","Target 4 friendly units within 12"" get AP(+3) next time they charge.",wdqGV
Watch Prime Brothers,grimdark-future-firefight,lpVma,Lightning Fog,0,3,"Target 2 enemy units within 12"" take 3 hits each.","Target 2 enemy units within 12"" take 3 hits each.",6LaIv
Wolf Brothers,grimdark-future-firefight,cRQ5f,Fury,1,1,"Target 4 friendly units within 12"" get Furious next time they charge.","Target 4 friendly units within 12"" get Furious next time they charge.",8ACAf
Wolf Brothers,grimdark-future-firefight,-54rs,Hurricane,0,1,"Target 2 enemy units within 12"" take 1 hit each.","Target 2 enemy units within 12"" take 1 hit each.",6LaIv
Wolf Brothers,grimdark-future-firefight,JZ9YH,Storm,2,2,"Target 4 enemy units within 18"" get -1 to hit rolls next time they shoot.","Target 4 enemy units within 18"" get -1 to hit rolls next time they shoot.",EGmug
Wolf Brothers,grimdark-future-firefight,P3rt3,Thunder,0,2,"Target enemy unit within 12"" takes 2 hits with AP(2).","Target enemy unit within 12"" takes 2 hits with AP(2).",cJZ_-
Wolf Brothers,grimdark-future-firefight,qgjbe,Wrath,2,3,"Target 4 enemy units within 18"" move -3"" next time they Advance, or -6"" next time they Charge/Rush.","Target 4 enemy units within 18"" move -3"" next time they Advance, or -6"" next time they Charge/Rush.",tnhFl
Wolf Brothers,grimdark-future-firefight,t30HT,Lightning,0,3,"Target enemy model within 12"" takes 2 hits with AP(4).","Target enemy model within 12"" takes 2 hits with AP(4).",QO6Oj
Wolf Prime Brothers,grimdark-future-firefight,4MIQI,Fury,1,1,"Target 4 friendly units within 12"" get Furious next time they charge.","Target 4 friendly units within 12"" get Furious next time they charge.",8ACAf
Wolf Prime Brothers,grimdark-future-firefight,uZ1Wb,Hurricane,0,1,"Target 2 enemy units within 12"" take 1 hit each.","Target 2 enemy units within 12"" take 1 hit each.",6LaIv
Wolf Prime Brothers,grimdark-future-firefight,jXE1H,Storm,2,2,"Target 4 enemy units within 18"" get -1 to hit rolls next time they shoot.","Target 4 enemy units within 18"" get -1 to hit rolls next time they shoot.",EGmug
Wolf Prime Brothers,grimdark-future-firefight,g8YV6,Thunder,0,2,"Target enemy unit within 12"" takes 2 hits with AP(2).","Target enemy unit within 12"" takes 2 hits with AP(2).",cJZ_-
